X	Y
579.741	67.990
580.158	65.077
580.574	66.087
580.991	65.019
581.408	63.357
581.825	60.865
582.242	60.300
582.658	58.473
583.075	56.894
583.492	55.725
583.909	55.792
584.325	53.367
584.742	53.319
585.159	52.019
585.576	50.043
585.993	47.729
586.409	46.841
586.826	46.043
587.243	44.556
587.660	43.971
588.076	42.266
588.493	40.792
588.910	41.039
589.327	39.507
589.744	37.483
590.160	37.391
590.577	36.353
590.994	34.715
591.411	33.367
591.827	31.937
592.244	30.686
592.661	29.614
593.078	29.087
593.495	28.130
593.911	27.101
594.328	25.440
594.745	24.053
595.162	22.758
595.578	21.087
595.995	20.174
596.412	19.609
596.829	18.681
597.246	17.478
597.662	16.242
598.079	15.000
598.496	13.058
598.913	12.454
599.329	11.705
599.746	10.585
600.163	9.614
600.580	8.314
600.997	7.029
601.413	5.618
601.830	4.720
602.247	3.720
602.664	2.367
603.081	1.227
603.497	0.184
