"date","dataset","position","condition","event","time","pct"
"2024-07-25","CROP_2024-07-25_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck_1_2_Pos15_RGB.tif",15,"evil_twins","gb_extension_start",0.35,1.70068027210884
"2024-07-25","CROP_2024-07-25_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck_1_2_Pos22_RGB.tif",22,"evil_twins","gb_extension_start",0.25,1.36761487964989
"2024-07-25","CROP_2024-07-25_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck_1_2_Pos25_RGB.tif",25,"evil_twins","gb_extension_start",0.35,1.87366167023555
"2024-07-25","CROP_2024-07-25_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck_1_2_Pos5_RGB.tif",5,"control","gb_extension_end",2.63,14.6273637374861
"2024-07-25","CROP_2024-07-25_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck_1_2_Pos10_RGB.tif",10,"control","gb_extension_end",2.78,15.0841020075963
"2024-07-25","CROP_2024-07-25_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck_1_2_Pos13_RGB.tif",13,"control","gb_extension_end",3.38,18.3895538628945
"2024-07-25","CROP_2024-07-25_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck_1_2_Pos17_RGB.tif",17,"control","gb_extension_end",2.63,14.7504206393718
"2024-07-25","CROP_2024-07-25_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck_1_2_Pos19_RGB.tif",19,"control","gb_extension_end",2.98,16.4823008849558
"2024-07-25","CROP_2024-07-25_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck_1_2_Pos21_RGB.tif",21,"control","gb_extension_end",2.88,15.8852730281302
"2024-07-25","CROP_2024-07-25_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck_1_2_Pos23_RGB.tif",23,"control","gb_extension_end",3.23,17.7180471749863
"2024-07-25","CROP_2024-07-25_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck_1_2_Pos1_RGB.tif",1,"evil_twins","gb_extension_end",1.98,10.432033719705
"2024-07-25","CROP_2024-07-25_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck_1_2_Pos6_RGB.tif",6,"evil_twins","gb_extension_end",2.98,15.7838983050847
"2024-07-25","CROP_2024-07-25_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck_1_2_Pos8_RGB.tif",8,"evil_twins","gb_extension_end",2.38,12.7408993576017
"2024-07-25","CROP_2024-07-25_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck_1_2_Pos9_RGB.tif",9,"evil_twins","gb_extension_end",2.48,13.1008980454305
"2024-07-25","CROP_2024-07-25_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck_1_2_Pos11_RGB.tif",11,"evil_twins","gb_extension_end",3.03,16.0913436006373
